SourceName;SourcePKName;SourceID;TargetName;TargetPKName;TargetID
##TempDiscontinuedBuffer;TempID;9;Final_DiscontinuedReport;ReportID;17
##TempDiscontinuedBuffer;TempID;10;Final_DiscontinuedReport;ReportID;18
##TempDiscontinuedBuffer;TempID;11;Final_DiscontinuedReport;ReportID;19
##TempDiscontinuedBuffer;TempID;12;Final_DiscontinuedReport;ReportID;20
##TempDiscontinuedBuffer;TempID;13;Final_DiscontinuedReport;ReportID;21
##TempDiscontinuedBuffer;TempID;14;Final_DiscontinuedReport;ReportID;22
##TempDiscontinuedBuffer;TempID;15;Final_DiscontinuedReport;ReportID;23
##TempDiscontinuedBuffer;TempID;16;Final_DiscontinuedReport;ReportID;24
Suppliers;SupplierID;1;vw_SupplierContactDetails;SupplierID;1
Suppliers;SupplierID;2;vw_SupplierContactDetails;SupplierID;2
Suppliers;SupplierID;3;vw_SupplierContactDetails;SupplierID;3
Suppliers;SupplierID;4;vw_SupplierContactDetails;SupplierID;4
Suppliers;SupplierID;5;vw_SupplierContactDetails;SupplierID;5
Suppliers;SupplierID;6;vw_SupplierContactDetails;SupplierID;6
Suppliers;SupplierID;7;vw_SupplierContactDetails;SupplierID;7
Suppliers;SupplierID;8;vw_SupplierContactDetails;SupplierID;8
Suppliers;SupplierID;9;vw_SupplierContactDetails;SupplierID;9
Suppliers;SupplierID;10;vw_SupplierContactDetails;SupplierID;10
Suppliers;SupplierID;11;vw_SupplierContactDetails;SupplierID;11
Suppliers;SupplierID;12;vw_SupplierContactDetails;SupplierID;12
Suppliers;SupplierID;13;vw_SupplierContactDetails;SupplierID;13
Suppliers;SupplierID;14;vw_SupplierContactDetails;SupplierID;14
Suppliers;SupplierID;15;vw_SupplierContactDetails;SupplierID;15
Suppliers;SupplierID;16;vw_SupplierContactDetails;SupplierID;16
Suppliers;SupplierID;17;vw_SupplierContactDetails;SupplierID;17
Suppliers;SupplierID;18;vw_SupplierContactDetails;SupplierID;18
Suppliers;SupplierID;19;vw_SupplierContactDetails;SupplierID;19
Suppliers;SupplierID;20;vw_SupplierContactDetails;SupplierID;20
Suppliers;SupplierID;21;vw_SupplierContactDetails;SupplierID;21
Suppliers;SupplierID;22;vw_SupplierContactDetails;SupplierID;22
Suppliers;SupplierID;23;vw_SupplierContactDetails;SupplierID;23
Suppliers;SupplierID;24;vw_SupplierContactDetails;SupplierID;24
Suppliers;SupplierID;25;vw_SupplierContactDetails;SupplierID;25
Suppliers;SupplierID;26;vw_SupplierContactDetails;SupplierID;26
Suppliers;SupplierID;27;vw_SupplierContactDetails;SupplierID;27
Suppliers;SupplierID;28;vw_SupplierContactDetails;SupplierID;28
Suppliers;SupplierID;29;vw_SupplierContactDetails;SupplierID;29
vw_SupplierContactDetails;SupplierID;1;Table_InternationalSuppliers;IntlID;25
vw_SupplierContactDetails;SupplierID;4;Table_InternationalSuppliers;IntlID;26
vw_SupplierContactDetails;SupplierID;5;Table_InternationalSuppliers;IntlID;27
vw_SupplierContactDetails;SupplierID;6;Table_InternationalSuppliers;IntlID;28
vw_SupplierContactDetails;SupplierID;7;Table_InternationalSuppliers;IntlID;29
vw_SupplierContactDetails;SupplierID;8;Table_InternationalSuppliers;IntlID;30
vw_SupplierContactDetails;SupplierID;9;Table_InternationalSuppliers;IntlID;31
vw_SupplierContactDetails;SupplierID;10;Table_InternationalSuppliers;IntlID;32
vw_SupplierContactDetails;SupplierID;11;Table_InternationalSuppliers;IntlID;33
vw_SupplierContactDetails;SupplierID;12;Table_InternationalSuppliers;IntlID;34
vw_SupplierContactDetails;SupplierID;13;Table_InternationalSuppliers;IntlID;35
vw_SupplierContactDetails;SupplierID;14;Table_InternationalSuppliers;IntlID;36
vw_SupplierContactDetails;SupplierID;15;Table_InternationalSuppliers;IntlID;37
vw_SupplierContactDetails;SupplierID;17;Table_InternationalSuppliers;IntlID;38
vw_SupplierContactDetails;SupplierID;18;Table_InternationalSuppliers;IntlID;39
vw_SupplierContactDetails;SupplierID;20;Table_InternationalSuppliers;IntlID;40
vw_SupplierContactDetails;SupplierID;21;Table_InternationalSuppliers;IntlID;41
vw_SupplierContactDetails;SupplierID;22;Table_InternationalSuppliers;IntlID;42
vw_SupplierContactDetails;SupplierID;23;Table_InternationalSuppliers;IntlID;43
vw_SupplierContactDetails;SupplierID;24;Table_InternationalSuppliers;IntlID;44
vw_SupplierContactDetails;SupplierID;25;Table_InternationalSuppliers;IntlID;45
vw_SupplierContactDetails;SupplierID;26;Table_InternationalSuppliers;IntlID;46
vw_SupplierContactDetails;SupplierID;27;Table_InternationalSuppliers;IntlID;47
vw_SupplierContactDetails;SupplierID;28;Table_InternationalSuppliers;IntlID;48
vw_SupplierContactDetails;SupplierID;29;Table_InternationalSuppliers;IntlID;49
Table_InternationalSuppliers;IntlID;25;##TempSupplierBuffer;TempID;50
Table_InternationalSuppliers;IntlID;26;##TempSupplierBuffer;TempID;51
Table_InternationalSuppliers;IntlID;27;##TempSupplierBuffer;TempID;52
Table_InternationalSuppliers;IntlID;28;##TempSupplierBuffer;TempID;53
Table_InternationalSuppliers;IntlID;29;##TempSupplierBuffer;TempID;54
Table_InternationalSuppliers;IntlID;30;##TempSupplierBuffer;TempID;55
Table_InternationalSuppliers;IntlID;31;##TempSupplierBuffer;TempID;56
Table_InternationalSuppliers;IntlID;32;##TempSupplierBuffer;TempID;57
Table_InternationalSuppliers;IntlID;33;##TempSupplierBuffer;TempID;58
Table_InternationalSuppliers;IntlID;34;##TempSupplierBuffer;TempID;59
Table_InternationalSuppliers;IntlID;35;##TempSupplierBuffer;TempID;60
Table_InternationalSuppliers;IntlID;36;##TempSupplierBuffer;TempID;61
Table_InternationalSuppliers;IntlID;37;##TempSupplierBuffer;TempID;62
Table_InternationalSuppliers;IntlID;38;##TempSupplierBuffer;TempID;63
Table_InternationalSuppliers;IntlID;39;##TempSupplierBuffer;TempID;64
Table_InternationalSuppliers;IntlID;40;##TempSupplierBuffer;TempID;65
Table_InternationalSuppliers;IntlID;41;##TempSupplierBuffer;TempID;66
Table_InternationalSuppliers;IntlID;42;##TempSupplierBuffer;TempID;67
Table_InternationalSuppliers;IntlID;43;##TempSupplierBuffer;TempID;68
Table_InternationalSuppliers;IntlID;44;##TempSupplierBuffer;TempID;69
Table_InternationalSuppliers;IntlID;45;##TempSupplierBuffer;TempID;70
Table_InternationalSuppliers;IntlID;46;##TempSupplierBuffer;TempID;71
Table_InternationalSuppliers;IntlID;47;##TempSupplierBuffer;TempID;72
Table_InternationalSuppliers;IntlID;48;##TempSupplierBuffer;TempID;73
Table_InternationalSuppliers;IntlID;49;##TempSupplierBuffer;TempID;74
##TempSupplierBuffer;TempID;50;Final_ExternalSupplierList;ReportID;75
##TempSupplierBuffer;TempID;51;Final_ExternalSupplierList;ReportID;76
##TempSupplierBuffer;TempID;52;Final_ExternalSupplierList;ReportID;77
##TempSupplierBuffer;TempID;53;Final_ExternalSupplierList;ReportID;78
##TempSupplierBuffer;TempID;54;Final_ExternalSupplierList;ReportID;79
##TempSupplierBuffer;TempID;55;Final_ExternalSupplierList;ReportID;80
##TempSupplierBuffer;TempID;56;Final_ExternalSupplierList;ReportID;81
##TempSupplierBuffer;TempID;57;Final_ExternalSupplierList;ReportID;82
##TempSupplierBuffer;TempID;58;Final_ExternalSupplierList;ReportID;83
##TempSupplierBuffer;TempID;59;Final_ExternalSupplierList;ReportID;84
##TempSupplierBuffer;TempID;60;Final_ExternalSupplierList;ReportID;85
##TempSupplierBuffer;TempID;61;Final_ExternalSupplierList;ReportID;86
##TempSupplierBuffer;TempID;62;Final_ExternalSupplierList;ReportID;87
##TempSupplierBuffer;TempID;63;Final_ExternalSupplierList;ReportID;88
##TempSupplierBuffer;TempID;64;Final_ExternalSupplierList;ReportID;89
##TempSupplierBuffer;TempID;65;Final_ExternalSupplierList;ReportID;90
##TempSupplierBuffer;TempID;66;Final_ExternalSupplierList;ReportID;91
##TempSupplierBuffer;TempID;67;Final_ExternalSupplierList;ReportID;92
##TempSupplierBuffer;TempID;68;Final_ExternalSupplierList;ReportID;93
##TempSupplierBuffer;TempID;69;Final_ExternalSupplierList;ReportID;94
##TempSupplierBuffer;TempID;70;Final_ExternalSupplierList;ReportID;95
##TempSupplierBuffer;TempID;71;Final_ExternalSupplierList;ReportID;96
##TempSupplierBuffer;TempID;72;Final_ExternalSupplierList;ReportID;97
##TempSupplierBuffer;TempID;73;Final_ExternalSupplierList;ReportID;98
##TempSupplierBuffer;TempID;74;Final_ExternalSupplierList;ReportID;99
Customers;CustomerID;ALFKI;vw_CustomerBase;CustomerID;ALFKI
Customers;CustomerID;ANATR;vw_CustomerBase;CustomerID;ANATR
Customers;CustomerID;ANTON;vw_CustomerBase;CustomerID;ANTON
Customers;CustomerID;AROUT;vw_CustomerBase;CustomerID;AROUT
Customers;CustomerID;BERGS;vw_CustomerBase;CustomerID;BERGS
Customers;CustomerID;BLAUS;vw_CustomerBase;CustomerID;BLAUS
Customers;CustomerID;BLONP;vw_CustomerBase;CustomerID;BLONP
Customers;CustomerID;BOLID;vw_CustomerBase;CustomerID;BOLID
Customers;CustomerID;BONAP;vw_CustomerBase;CustomerID;BONAP
Customers;CustomerID;BOTTM;vw_CustomerBase;CustomerID;BOTTM
Customers;CustomerID;BSBEV;vw_CustomerBase;CustomerID;BSBEV
Customers;CustomerID;CACTU;vw_CustomerBase;CustomerID;CACTU
Customers;CustomerID;CENTC;vw_CustomerBase;CustomerID;CENTC
Customers;CustomerID;CHOPS;vw_CustomerBase;CustomerID;CHOPS
Customers;CustomerID;COMMI;vw_CustomerBase;CustomerID;COMMI
Customers;CustomerID;CONSH;vw_CustomerBase;CustomerID;CONSH
Customers;CustomerID;DRACD;vw_CustomerBase;CustomerID;DRACD
Customers;CustomerID;DUMON;vw_CustomerBase;CustomerID;DUMON
Customers;CustomerID;EASTC;vw_CustomerBase;CustomerID;EASTC
Customers;CustomerID;ERNSH;vw_CustomerBase;CustomerID;ERNSH
Customers;CustomerID;FAMIA;vw_CustomerBase;CustomerID;FAMIA
Customers;CustomerID;FISSA;vw_CustomerBase;CustomerID;FISSA
Customers;CustomerID;FOLIG;vw_CustomerBase;CustomerID;FOLIG
Customers;CustomerID;FOLKO;vw_CustomerBase;CustomerID;FOLKO
Customers;CustomerID;FRANK;vw_CustomerBase;CustomerID;FRANK
Customers;CustomerID;FRANR;vw_CustomerBase;CustomerID;FRANR
Customers;CustomerID;FRANS;vw_CustomerBase;CustomerID;FRANS
Customers;CustomerID;FURIB;vw_CustomerBase;CustomerID;FURIB
Customers;CustomerID;GALED;vw_CustomerBase;CustomerID;GALED
Customers;CustomerID;GODOS;vw_CustomerBase;CustomerID;GODOS
Customers;CustomerID;GOURL;vw_CustomerBase;CustomerID;GOURL
Customers;CustomerID;GREAL;vw_CustomerBase;CustomerID;GREAL
Customers;CustomerID;GROSR;vw_CustomerBase;CustomerID;GROSR
Customers;CustomerID;HANAR;vw_CustomerBase;CustomerID;HANAR
Customers;CustomerID;HILAA;vw_CustomerBase;CustomerID;HILAA
Customers;CustomerID;HUNGC;vw_CustomerBase;CustomerID;HUNGC
Customers;CustomerID;HUNGO;vw_CustomerBase;CustomerID;HUNGO
Customers;CustomerID;ISLAT;vw_CustomerBase;CustomerID;ISLAT
Customers;CustomerID;KOENE;vw_CustomerBase;CustomerID;KOENE
Customers;CustomerID;LACOR;vw_CustomerBase;CustomerID;LACOR
Customers;CustomerID;LAMAI;vw_CustomerBase;CustomerID;LAMAI
Customers;CustomerID;LAUGB;vw_CustomerBase;CustomerID;LAUGB
Customers;CustomerID;LAZYK;vw_CustomerBase;CustomerID;LAZYK
Customers;CustomerID;LEHMS;vw_CustomerBase;CustomerID;LEHMS
Customers;CustomerID;LETSS;vw_CustomerBase;CustomerID;LETSS
Customers;CustomerID;LILAS;vw_CustomerBase;CustomerID;LILAS
Customers;CustomerID;LINOD;vw_CustomerBase;CustomerID;LINOD
Customers;CustomerID;LONEP;vw_CustomerBase;CustomerID;LONEP
Customers;CustomerID;MAGAA;vw_CustomerBase;CustomerID;MAGAA
Customers;CustomerID;MAISD;vw_CustomerBase;CustomerID;MAISD
Customers;CustomerID;MEREP;vw_CustomerBase;CustomerID;MEREP
Customers;CustomerID;MORGK;vw_CustomerBase;CustomerID;MORGK
Customers;CustomerID;NORTS;vw_CustomerBase;CustomerID;NORTS
Customers;CustomerID;OCEAN;vw_CustomerBase;CustomerID;OCEAN
Customers;CustomerID;OLDWO;vw_CustomerBase;CustomerID;OLDWO
Customers;CustomerID;OTTIK;vw_CustomerBase;CustomerID;OTTIK
Customers;CustomerID;PARIS;vw_CustomerBase;CustomerID;PARIS
Customers;CustomerID;PERIC;vw_CustomerBase;CustomerID;PERIC
Customers;CustomerID;PICCO;vw_CustomerBase;CustomerID;PICCO
Customers;CustomerID;PRINI;vw_CustomerBase;CustomerID;PRINI
Customers;CustomerID;QUEDE;vw_CustomerBase;CustomerID;QUEDE
Customers;CustomerID;QUEEN;vw_CustomerBase;CustomerID;QUEEN
Customers;CustomerID;QUICK;vw_CustomerBase;CustomerID;QUICK
Customers;CustomerID;RANCH;vw_CustomerBase;CustomerID;RANCH
Customers;CustomerID;RATTC;vw_CustomerBase;CustomerID;RATTC
Customers;CustomerID;REGGC;vw_CustomerBase;CustomerID;REGGC
Customers;CustomerID;RICAR;vw_CustomerBase;CustomerID;RICAR
Customers;CustomerID;RICSU;vw_CustomerBase;CustomerID;RICSU
Customers;CustomerID;ROMEY;vw_CustomerBase;CustomerID;ROMEY
Customers;CustomerID;SANTG;vw_CustomerBase;CustomerID;SANTG
Customers;CustomerID;SAVEA;vw_CustomerBase;CustomerID;SAVEA
Customers;CustomerID;SEVES;vw_CustomerBase;CustomerID;SEVES
Customers;CustomerID;SIMOB;vw_CustomerBase;CustomerID;SIMOB
Customers;CustomerID;SPECD;vw_CustomerBase;CustomerID;SPECD
Customers;CustomerID;SPLIR;vw_CustomerBase;CustomerID;SPLIR
Customers;CustomerID;SUPRD;vw_CustomerBase;CustomerID;SUPRD
Customers;CustomerID;THEBI;vw_CustomerBase;CustomerID;THEBI
Customers;CustomerID;THECR;vw_CustomerBase;CustomerID;THECR
Customers;CustomerID;TOMSP;vw_CustomerBase;CustomerID;TOMSP
Customers;CustomerID;TORTU;vw_CustomerBase;CustomerID;TORTU
Customers;CustomerID;TRADH;vw_CustomerBase;CustomerID;TRADH
Customers;CustomerID;TRAIH;vw_CustomerBase;CustomerID;TRAIH
Customers;CustomerID;VAFFE;vw_CustomerBase;CustomerID;VAFFE
Customers;CustomerID;VICTE;vw_CustomerBase;CustomerID;VICTE
Customers;CustomerID;VINET;vw_CustomerBase;CustomerID;VINET
Customers;CustomerID;WANDK;vw_CustomerBase;CustomerID;WANDK
Customers;CustomerID;WARTH;vw_CustomerBase;CustomerID;WARTH
Customers;CustomerID;WELLI;vw_CustomerBase;CustomerID;WELLI
Customers;CustomerID;WHITC;vw_CustomerBase;CustomerID;WHITC
Customers;CustomerID;WILMK;vw_CustomerBase;CustomerID;WILMK
Customers;CustomerID;WOLZA;vw_CustomerBase;CustomerID;WOLZA
vw_CustomerBase;CustomerID;ANATR;Table_ExecutiveAccounts;ExecID;100
vw_CustomerBase;CustomerID;ANTON;Table_ExecutiveAccounts;ExecID;101
vw_CustomerBase;CustomerID;BOLID;Table_ExecutiveAccounts;ExecID;102
vw_CustomerBase;CustomerID;BONAP;Table_ExecutiveAccounts;ExecID;103
vw_CustomerBase;CustomerID;CHOPS;Table_ExecutiveAccounts;ExecID;104
vw_CustomerBase;CustomerID;DUMON;Table_ExecutiveAccounts;ExecID;105
vw_CustomerBase;CustomerID;FOLKO;Table_ExecutiveAccounts;ExecID;106
vw_CustomerBase;CustomerID;GROSR;Table_ExecutiveAccounts;ExecID;107
vw_CustomerBase;CustomerID;LETSS;Table_ExecutiveAccounts;ExecID;108
vw_CustomerBase;CustomerID;LINOD;Table_ExecutiveAccounts;ExecID;109
vw_CustomerBase;CustomerID;OTTIK;Table_ExecutiveAccounts;ExecID;110
vw_CustomerBase;CustomerID;PARIS;Table_ExecutiveAccounts;ExecID;111
vw_CustomerBase;CustomerID;SANTG;Table_ExecutiveAccounts;ExecID;112
vw_CustomerBase;CustomerID;SIMOB;Table_ExecutiveAccounts;ExecID;113
vw_CustomerBase;CustomerID;TORTU;Table_ExecutiveAccounts;ExecID;114
vw_CustomerBase;CustomerID;WHITC;Table_ExecutiveAccounts;ExecID;115
vw_CustomerBase;CustomerID;WOLZA;Table_ExecutiveAccounts;ExecID;116
Table_ExecutiveAccounts;ExecID;100;##TempMailingBuffer;TempID;117
Table_ExecutiveAccounts;ExecID;101;##TempMailingBuffer;TempID;118
Table_ExecutiveAccounts;ExecID;102;##TempMailingBuffer;TempID;119
Table_ExecutiveAccounts;ExecID;103;##TempMailingBuffer;TempID;120
Table_ExecutiveAccounts;ExecID;104;##TempMailingBuffer;TempID;121
Table_ExecutiveAccounts;ExecID;105;##TempMailingBuffer;TempID;122
Table_ExecutiveAccounts;ExecID;106;##TempMailingBuffer;TempID;123
Table_ExecutiveAccounts;ExecID;107;##TempMailingBuffer;TempID;124
Table_ExecutiveAccounts;ExecID;108;##TempMailingBuffer;TempID;125
Table_ExecutiveAccounts;ExecID;109;##TempMailingBuffer;TempID;126
Table_ExecutiveAccounts;ExecID;110;##TempMailingBuffer;TempID;127
Table_ExecutiveAccounts;ExecID;111;##TempMailingBuffer;TempID;128
Table_ExecutiveAccounts;ExecID;112;##TempMailingBuffer;TempID;129
Table_ExecutiveAccounts;ExecID;113;##TempMailingBuffer;TempID;130
Table_ExecutiveAccounts;ExecID;114;##TempMailingBuffer;TempID;131
Table_ExecutiveAccounts;ExecID;115;##TempMailingBuffer;TempID;132
Table_ExecutiveAccounts;ExecID;116;##TempMailingBuffer;TempID;133
##TempMailingBuffer;TempID;117;Final_OwnerMailingList;MailID;134
##TempMailingBuffer;TempID;118;Final_OwnerMailingList;MailID;135
##TempMailingBuffer;TempID;119;Final_OwnerMailingList;MailID;136
##TempMailingBuffer;TempID;120;Final_OwnerMailingList;MailID;137
##TempMailingBuffer;TempID;121;Final_OwnerMailingList;MailID;138
##TempMailingBuffer;TempID;122;Final_OwnerMailingList;MailID;139
##TempMailingBuffer;TempID;123;Final_OwnerMailingList;MailID;140
##TempMailingBuffer;TempID;124;Final_OwnerMailingList;MailID;141
##TempMailingBuffer;TempID;125;Final_OwnerMailingList;MailID;142
##TempMailingBuffer;TempID;126;Final_OwnerMailingList;MailID;143
##TempMailingBuffer;TempID;127;Final_OwnerMailingList;MailID;144
##TempMailingBuffer;TempID;128;Final_OwnerMailingList;MailID;145
##TempMailingBuffer;TempID;129;Final_OwnerMailingList;MailID;146
##TempMailingBuffer;TempID;130;Final_OwnerMailingList;MailID;147
##TempMailingBuffer;TempID;131;Final_OwnerMailingList;MailID;148
##TempMailingBuffer;TempID;132;Final_OwnerMailingList;MailID;149
##TempMailingBuffer;TempID;133;Final_OwnerMailingList;MailID;150
Orders;OrderID;10248;vw_OrderFreightDetails;OrderID;10248
Orders;OrderID;10249;vw_OrderFreightDetails;OrderID;10249
Orders;OrderID;10250;vw_OrderFreightDetails;OrderID;10250
Orders;OrderID;10251;vw_OrderFreightDetails;OrderID;10251
Orders;OrderID;10252;vw_OrderFreightDetails;OrderID;10252
Orders;OrderID;10253;vw_OrderFreightDetails;OrderID;10253
Orders;OrderID;10254;vw_OrderFreightDetails;OrderID;10254
Orders;OrderID;10255;vw_OrderFreightDetails;OrderID;10255
Orders;OrderID;10256;vw_OrderFreightDetails;OrderID;10256
Orders;OrderID;10257;vw_OrderFreightDetails;OrderID;10257
Orders;OrderID;10258;vw_OrderFreightDetails;OrderID;10258
Orders;OrderID;10259;vw_OrderFreightDetails;OrderID;10259
Orders;OrderID;10260;vw_OrderFreightDetails;OrderID;10260
Orders;OrderID;10261;vw_OrderFreightDetails;OrderID;10261
Orders;OrderID;10262;vw_OrderFreightDetails;OrderID;10262
Orders;OrderID;10263;vw_OrderFreightDetails;OrderID;10263
Orders;OrderID;10264;vw_OrderFreightDetails;OrderID;10264
Orders;OrderID;10265;vw_OrderFreightDetails;OrderID;10265
Orders;OrderID;10266;vw_OrderFreightDetails;OrderID;10266
Orders;OrderID;10267;vw_OrderFreightDetails;OrderID;10267
Orders;OrderID;10268;vw_OrderFreightDetails;OrderID;10268
Orders;OrderID;10269;vw_OrderFreightDetails;OrderID;10269
Orders;OrderID;10270;vw_OrderFreightDetails;OrderID;10270
Orders;OrderID;10271;vw_OrderFreightDetails;OrderID;10271
Orders;OrderID;10272;vw_OrderFreightDetails;OrderID;10272
Orders;OrderID;10273;vw_OrderFreightDetails;OrderID;10273
Orders;OrderID;10274;vw_OrderFreightDetails;OrderID;10274
Orders;OrderID;10275;vw_OrderFreightDetails;OrderID;10275
Orders;OrderID;10276;vw_OrderFreightDetails;OrderID;10276
Orders;OrderID;10277;vw_OrderFreightDetails;OrderID;10277
Orders;OrderID;10278;vw_OrderFreightDetails;OrderID;10278
Orders;OrderID;10279;vw_OrderFreightDetails;OrderID;10279
Orders;OrderID;10280;vw_OrderFreightDetails;OrderID;10280
Orders;OrderID;10281;vw_OrderFreightDetails;OrderID;10281
Orders;OrderID;10282;vw_OrderFreightDetails;OrderID;10282
Orders;OrderID;10283;vw_OrderFreightDetails;OrderID;10283
Orders;OrderID;10284;vw_OrderFreightDetails;OrderID;10284
Orders;OrderID;10285;vw_OrderFreightDetails;OrderID;10285
Orders;OrderID;10286;vw_OrderFreightDetails;OrderID;10286
Orders;OrderID;10287;vw_OrderFreightDetails;OrderID;10287
Orders;OrderID;10288;vw_OrderFreightDetails;OrderID;10288
Orders;OrderID;10289;vw_OrderFreightDetails;OrderID;10289
Orders;OrderID;10290;vw_OrderFreightDetails;OrderID;10290
Orders;OrderID;10291;vw_OrderFreightDetails;OrderID;10291
