OrderID;EmployeeID;LastName;OrderDate;ShipCountry
10306;1;Davolio;1996-09-16 00:00:00;Spain
10307;2;Fuller;1996-09-17 00:00:00;USA
10308;7;King;1996-09-18 00:00:00;Mexico
10309;3;Leverling;1996-09-19 00:00:00;Ireland
10310;8;Callahan;1996-09-20 00:00:00;USA
10311;1;Davolio;1996-09-20 00:00:00;France
10312;2;Fuller;1996-09-23 00:00:00;Germany
10313;2;Fuller;1996-09-24 00:00:00;Germany
10314;1;Davolio;1996-09-25 00:00:00;USA
10315;4;Peacock;1996-09-26 00:00:00;UK
10316;1;Davolio;1996-09-27 00:00:00;USA
10317;6;Suyama;1996-09-30 00:00:00;USA
10318;8;Callahan;1996-10-01 00:00:00;UK
10319;7;King;1996-10-02 00:00:00;Mexico
10320;5;Buchanan;1996-10-03 00:00:00;Finland
10321;3;Leverling;1996-10-03 00:00:00;UK
10322;7;King;1996-10-04 00:00:00;Mexico
10323;4;Peacock;1996-10-07 00:00:00;Germany
10324;9;Dodsworth;1996-10-08 00:00:00;USA
10325;1;Davolio;1996-10-09 00:00:00;Germany
10326;4;Peacock;1996-10-10 00:00:00;Spain
10327;2;Fuller;1996-10-11 00:00:00;Sweden
10328;4;Peacock;1996-10-14 00:00:00;Portugal
10329;4;Peacock;1996-10-15 00:00:00;USA
10330;3;Leverling;1996-10-16 00:00:00;Venezuela
10331;9;Dodsworth;1996-10-16 00:00:00;France
10332;3;Leverling;1996-10-17 00:00:00;Canada
10333;5;Buchanan;1996-10-18 00:00:00;Finland
10334;8;Callahan;1996-10-21 00:00:00;France
10335;7;King;1996-10-22 00:00:00;Ireland
10336;7;King;1996-10-23 00:00:00;Portugal
10337;4;Peacock;1996-10-24 00:00:00;Germany
10338;4;Peacock;1996-10-25 00:00:00;USA
10339;2;Fuller;1996-10-28 00:00:00;Canada
10340;1;Davolio;1996-10-29 00:00:00;France
10341;7;King;1996-10-29 00:00:00;Denmark
10342;4;Peacock;1996-10-30 00:00:00;Germany
10343;4;Peacock;1996-10-31 00:00:00;Germany
10344;4;Peacock;1996-11-01 00:00:00;USA
10345;2;Fuller;1996-11-04 00:00:00;Germany
10346;3;Leverling;1996-11-05 00:00:00;USA
10347;4;Peacock;1996-11-06 00:00:00;Brazil
10348;4;Peacock;1996-11-07 00:00:00;Germany
10349;7;King;1996-11-08 00:00:00;USA
10350;6;Suyama;1996-11-11 00:00:00;France
10351;1;Davolio;1996-11-11 00:00:00;Austria
10352;3;Leverling;1996-11-12 00:00:00;Portugal
10353;7;King;1996-11-13 00:00:00;Austria
10354;8;Callahan;1996-11-14 00:00:00;Mexico
10355;6;Suyama;1996-11-15 00:00:00;UK
10356;6;Suyama;1996-11-18 00:00:00;Germany
10357;1;Davolio;1996-11-19 00:00:00;Venezuela
10358;5;Buchanan;1996-11-20 00:00:00;France
10359;5;Buchanan;1996-11-21 00:00:00;UK
10360;4;Peacock;1996-11-22 00:00:00;France
10361;1;Davolio;1996-11-22 00:00:00;Germany
10362;3;Leverling;1996-11-25 00:00:00;France
10363;4;Peacock;1996-11-26 00:00:00;Germany
10364;1;Davolio;1996-11-26 00:00:00;UK
10365;3;Leverling;1996-11-27 00:00:00;Mexico
10366;8;Callahan;1996-11-28 00:00:00;Spain
10367;7;King;1996-11-28 00:00:00;Denmark
10368;2;Fuller;1996-11-29 00:00:00;Austria
10369;8;Callahan;1996-12-02 00:00:00;USA
10370;6;Suyama;1996-12-03 00:00:00;Switzerland
10371;1;Davolio;1996-12-03 00:00:00;France
10372;5;Buchanan;1996-12-04 00:00:00;Brazil
10373;4;Peacock;1996-12-05 00:00:00;Ireland
10374;1;Davolio;1996-12-05 00:00:00;Poland
10375;3;Leverling;1996-12-06 00:00:00;USA
10376;1;Davolio;1996-12-09 00:00:00;Canada
10377;1;Davolio;1996-12-09 00:00:00;UK
10378;5;Buchanan;1996-12-10 00:00:00;Sweden
10379;2;Fuller;1996-12-11 00:00:00;Brazil
10380;8;Callahan;1996-12-12 00:00:00;Ireland
10381;3;Leverling;1996-12-12 00:00:00;Venezuela
10382;4;Peacock;1996-12-13 00:00:00;Austria
10383;8;Callahan;1996-12-16 00:00:00;UK
10384;3;Leverling;1996-12-16 00:00:00;Sweden
10385;1;Davolio;1996-12-17 00:00:00;USA
10386;9;Dodsworth;1996-12-18 00:00:00;Brazil
10387;1;Davolio;1996-12-18 00:00:00;Norway
10388;2;Fuller;1996-12-19 00:00:00;UK
10389;4;Peacock;1996-12-20 00:00:00;Canada
10390;6;Suyama;1996-12-23 00:00:00;Austria
10391;3;Leverling;1996-12-23 00:00:00;Germany
10392;2;Fuller;1996-12-24 00:00:00;Austria
10393;1;Davolio;1996-12-25 00:00:00;USA
10394;1;Davolio;1996-12-25 00:00:00;USA
10395;6;Suyama;1996-12-26 00:00:00;Venezuela
10396;1;Davolio;1996-12-27 00:00:00;Germany
10397;5;Buchanan;1996-12-27 00:00:00;Portugal
10398;2;Fuller;1996-12-30 00:00:00;USA
10399;8;Callahan;1996-12-31 00:00:00;Denmark
10400;1;Davolio;1997-01-01 00:00:00;UK
10401;1;Davolio;1997-01-01 00:00:00;USA
10402;8;Callahan;1997-01-02 00:00:00;Austria
10403;4;Peacock;1997-01-03 00:00:00;Austria
10404;2;Fuller;1997-01-03 00:00:00;Italy
10405;1;Davolio;1997-01-06 00:00:00;Venezuela
10406;7;King;1997-01-07 00:00:00;Brazil
10407;2;Fuller;1997-01-07 00:00:00;Germany
10408;8;Callahan;1997-01-08 00:00:00;France
10409;3;Leverling;1997-01-09 00:00:00;Argentina
10410;3;Leverling;1997-01-10 00:00:00;Canada
10411;9;Dodsworth;1997-01-10 00:00:00;Canada
10412;8;Callahan;1997-01-13 00:00:00;Finland
10413;3;Leverling;1997-01-14 00:00:00;France
10414;2;Fuller;1997-01-14 00:00:00;Brazil
10415;3;Leverling;1997-01-15 00:00:00;USA
10416;8;Callahan;1997-01-16 00:00:00;Finland
10417;4;Peacock;1997-01-16 00:00:00;Denmark
10418;4;Peacock;1997-01-17 00:00:00;Germany
10419;4;Peacock;1997-01-20 00:00:00;Switzerland
10420;3;Leverling;1997-01-21 00:00:00;Brazil
10421;8;Callahan;1997-01-21 00:00:00;Brazil
10422;2;Fuller;1997-01-22 00:00:00;Italy
10423;6;Suyama;1997-01-23 00:00:00;Brazil
10424;7;King;1997-01-23 00:00:00;Canada
10425;6;Suyama;1997-01-24 00:00:00;France
10426;4;Peacock;1997-01-27 00:00:00;Spain
10427;4;Peacock;1997-01-27 00:00:00;Austria
10428;7;King;1997-01-28 00:00:00;Italy
10429;3;Leverling;1997-01-29 00:00:00;Ireland
10430;4;Peacock;1997-01-30 00:00:00;Austria
10431;4;Peacock;1997-01-30 00:00:00;Canada
10432;3;Leverling;1997-01-31 00:00:00;USA
10433;3;Leverling;1997-02-03 00:00:00;Portugal
10434;3;Leverling;1997-02-03 00:00:00;Sweden
10435;8;Callahan;1997-02-04 00:00:00;UK
10436;3;Leverling;1997-02-05 00:00:00;France
10437;8;Callahan;1997-02-05 00:00:00;Finland
10438;3;Leverling;1997-02-06 00:00:00;Germany
10439;6;Suyama;1997-02-07 00:00:00;Canada
10440;4;Peacock;1997-02-10 00:00:00;USA
10441;3;Leverling;1997-02-10 00:00:00;USA
10442;3;Leverling;1997-02-11 00:00:00;Austria
10443;8;Callahan;1997-02-12 00:00:00;Italy
10444;3;Leverling;1997-02-12 00:00:00;Sweden
10445;3;Leverling;1997-02-13 00:00:00;Sweden
10446;6;Suyama;1997-02-14 00:00:00;Germany
10447;4;Peacock;1997-02-14 00:00:00;Brazil
10448;4;Peacock;1997-02-17 00:00:00;Argentina
10449;3;Leverling;1997-02-18 00:00:00;France
10450;8;Callahan;1997-02-19 00:00:00;France
10451;4;Peacock;1997-02-19 00:00:00;Germany
10452;8;Callahan;1997-02-20 00:00:00;USA
10453;1;Davolio;1997-02-21 00:00:00;UK
10454;4;Peacock;1997-02-21 00:00:00;France
10455;8;Callahan;1997-02-24 00:00:00;Finland
10456;8;Callahan;1997-02-25 00:00:00;Germany
10457;2;Fuller;1997-02-25 00:00:00;Germany
10458;7;King;1997-02-26 00:00:00;Belgium
10459;4;Peacock;1997-02-27 00:00:00;France
10460;8;Callahan;1997-02-28 00:00:00;Sweden
10461;1;Davolio;1997-02-28 00:00:00;Venezuela
10462;2;Fuller;1997-03-03 00:00:00;UK
10463;5;Buchanan;1997-03-04 00:00:00;Belgium
10464;4;Peacock;1997-03-04 00:00:00;Portugal
10465;1;Davolio;1997-03-05 00:00:00;Denmark
10466;4;Peacock;1997-03-06 00:00:00;Brazil
10467;8;Callahan;1997-03-06 00:00:00;Italy
10468;3;Leverling;1997-03-07 00:00:00;Germany
10469;1;Davolio;1997-03-10 00:00:00;USA
10470;4;Peacock;1997-03-11 00:00:00;France
10471;2;Fuller;1997-03-11 00:00:00;UK
10472;8;Callahan;1997-03-12 00:00:00;UK
10473;1;Davolio;1997-03-13 00:00:00;UK
10474;5;Buchanan;1997-03-13 00:00:00;Mexico
10475;9;Dodsworth;1997-03-14 00:00:00;Belgium
10476;8;Callahan;1997-03-17 00:00:00;Venezuela
10477;5;Buchanan;1997-03-17 00:00:00;Portugal
10478;2;Fuller;1997-03-18 00:00:00;France
10479;3;Leverling;1997-03-19 00:00:00;USA
10480;6;Suyama;1997-03-20 00:00:00;France
10481;8;Callahan;1997-03-20 00:00:00;Brazil
10482;1;Davolio;1997-03-21 00:00:00;USA
10483;7;King;1997-03-24 00:00:00;USA
10484;3;Leverling;1997-03-24 00:00:00;UK
10485;4;Peacock;1997-03-25 00:00:00;Venezuela
10486;1;Davolio;1997-03-26 00:00:00;Venezuela
10487;2;Fuller;1997-03-26 00:00:00;Brazil
10488;8;Callahan;1997-03-27 00:00:00;Germany
10489;6;Suyama;1997-03-28 00:00:00;Austria
10490;7;King;1997-03-31 00:00:00;Venezuela
10491;8;Callahan;1997-03-31 00:00:00;Portugal
10492;3;Leverling;1997-04-01 00:00:00;Canada
10493;4;Peacock;1997-04-02 00:00:00;France
10494;4;Peacock;1997-04-02 00:00:00;Brazil
10495;3;Leverling;1997-04-03 00:00:00;Canada
10496;7;King;1997-04-04 00:00:00;Brazil
10497;7;King;1997-04-04 00:00:00;Germany
10498;8;Callahan;1997-04-07 00:00:00;Venezuela
10499;4;Peacock;1997-04-08 00:00:00;Venezuela
10500;6;Suyama;1997-04-09 00:00:00;France
10501;9;Dodsworth;1997-04-09 00:00:00;Germany
10502;2;Fuller;1997-04-10 00:00:00;Mexico
10503;6;Suyama;1997-04-11 00:00:00;Ireland
10504;4;Peacock;1997-04-11 00:00:00;USA
10505;3;Leverling;1997-04-14 00:00:00;Canada
10506;9;Dodsworth;1997-04-15 00:00:00;Germany
10507;7;King;1997-04-15 00:00:00;Mexico
10508;1;Davolio;1997-04-16 00:00:00;Germany
10509;4;Peacock;1997-04-17 00:00:00;Germany
10510;6;Suyama;1997-04-18 00:00:00;USA
10511;4;Peacock;1997-04-18 00:00:00;France
10512;7;King;1997-04-21 00:00:00;Brazil
10513;7;King;1997-04-22 00:00:00;Germany
10514;3;Leverling;1997-04-22 00:00:00;Austria
10515;2;Fuller;1997-04-23 00:00:00;Germany
10516;2;Fuller;1997-04-24 00:00:00;Ireland
10517;3;Leverling;1997-04-24 00:00:00;UK
10518;4;Peacock;1997-04-25 00:00:00;Mexico
10519;6;Suyama;1997-04-28 00:00:00;Switzerland
10520;7;King;1997-04-29 00:00:00;Norway
10521;8;Callahan;1997-04-29 00:00:00;Argentina
10522;4;Peacock;1997-04-30 00:00:00;Germany
10523;7;King;1997-05-01 00:00:00;UK
10524;1;Davolio;1997-05-01 00:00:00;Sweden
10525;1;Davolio;1997-05-02 00:00:00;France
10526;4;Peacock;1997-05-05 00:00:00;Finland
10527;7;King;1997-05-05 00:00:00;Germany
10528;6;Suyama;1997-05-06 00:00:00;USA
10529;5;Buchanan;1997-05-07 00:00:00;Belgium
10530;3;Leverling;1997-05-08 00:00:00;Austria
10531;7;King;1997-05-08 00:00:00;Argentina
10532;7;King;1997-05-09 00:00:00;UK
10533;8;Callahan;1997-05-12 00:00:00;Sweden
10534;8;Callahan;1997-05-12 00:00:00;Germany
10535;4;Peacock;1997-05-13 00:00:00;Mexico
10536;3;Leverling;1997-05-14 00:00:00;Germany
10537;1;Davolio;1997-05-14 00:00:00;Switzerland
10538;9;Dodsworth;1997-05-15 00:00:00;UK
10539;6;Suyama;1997-05-16 00:00:00;UK
10540;3;Leverling;1997-05-19 00:00:00;Germany
10541;2;Fuller;1997-05-19 00:00:00;Brazil
10542;1;Davolio;1997-05-20 00:00:00;Germany
10543;8;Callahan;1997-05-21 00:00:00;Venezuela
10544;4;Peacock;1997-05-21 00:00:00;USA
10545;8;Callahan;1997-05-22 00:00:00;USA
10546;1;Davolio;1997-05-23 00:00:00;France
10547;3;Leverling;1997-05-23 00:00:00;UK
10548;3;Leverling;1997-05-26 00:00:00;Germany
10549;5;Buchanan;1997-05-27 00:00:00;Germany
10550;7;King;1997-05-28 00:00:00;Spain
10551;4;Peacock;1997-05-28 00:00:00;Portugal
10552;2;Fuller;1997-05-29 00:00:00;Venezuela
10553;2;Fuller;1997-05-30 00:00:00;Finland
10554;4;Peacock;1997-05-30 00:00:00;Germany
10555;6;Suyama;1997-06-02 00:00:00;USA
10556;2;Fuller;1997-06-03 00:00:00;Denmark
10557;9;Dodsworth;1997-06-03 00:00:00;Germany
10558;1;Davolio;1997-06-04 00:00:00;UK
10559;6;Suyama;1997-06-05 00:00:00;France
10560;8;Callahan;1997-06-06 00:00:00;Germany
10561;2;Fuller;1997-06-06 00:00:00;Sweden
10562;1;Davolio;1997-06-09 00:00:00;Italy
10563;2;Fuller;1997-06-10 00:00:00;Brazil
10564;4;Peacock;1997-06-10 00:00:00;USA
10565;8;Callahan;1997-06-11 00:00:00;Canada
10566;9;Dodsworth;1997-06-12 00:00:00;France
10567;1;Davolio;1997-06-12 00:00:00;Ireland
10568;3;Leverling;1997-06-13 00:00:00;Spain
10569;5;Buchanan;1997-06-16 00:00:00;USA
10570;3;Leverling;1997-06-17 00:00:00;Canada
10571;8;Callahan;1997-06-17 00:00:00;Austria
10572;3;Leverling;1997-06-18 00:00:00;Sweden
10573;7;King;1997-06-19 00:00:00;Mexico
10574;4;Peacock;1997-06-19 00:00:00;USA
10575;5;Buchanan;1997-06-20 00:00:00;Germany
10576;3;Leverling;1997-06-23 00:00:00;Mexico
10577;9;Dodsworth;1997-06-23 00:00:00;USA
10578;4;Peacock;1997-06-24 00:00:00;UK
10579;1;Davolio;1997-06-25 00:00:00;USA
10580;4;Peacock;1997-06-26 00:00:00;Germany
10581;3;Leverling;1997-06-26 00:00:00;Brazil
10582;3;Leverling;1997-06-27 00:00:00;Germany
10583;2;Fuller;1997-06-30 00:00:00;Finland
10584;4;Peacock;1997-06-30 00:00:00;France
10585;7;King;1997-07-01 00:00:00;Brazil
10586;9;Dodsworth;1997-07-02 00:00:00;Italy
10587;1;Davolio;1997-07-02 00:00:00;Brazil
10588;2;Fuller;1997-07-03 00:00:00;Germany
10589;8;Callahan;1997-07-04 00:00:00;USA
10590;4;Peacock;1997-07-07 00:00:00;Canada
10591;1;Davolio;1997-07-07 00:00:00;Denmark
10592;3;Leverling;1997-07-08 00:00:00;Germany
10593;7;King;1997-07-09 00:00:00;Germany
10594;3;Leverling;1997-07-09 00:00:00;USA
10595;2;Fuller;1997-07-10 00:00:00;Austria
10596;8;Callahan;1997-07-11 00:00:00;USA
10597;7;King;1997-07-11 00:00:00;Austria
10598;1;Davolio;1997-07-14 00:00:00;USA
10599;6;Suyama;1997-07-15 00:00:00;UK
10600;4;Peacock;1997-07-16 00:00:00;USA
10601;7;King;1997-07-16 00:00:00;Venezuela
10602;8;Callahan;1997-07-17 00:00:00;Denmark
10603;8;Callahan;1997-07-18 00:00:00;USA
10604;1;Davolio;1997-07-18 00:00:00;Portugal
10605;1;Davolio;1997-07-21 00:00:00;Canada
10606;4;Peacock;1997-07-22 00:00:00;Brazil
10607;5;Buchanan;1997-07-22 00:00:00;USA
10608;4;Peacock;1997-07-23 00:00:00;Germany
10609;7;King;1997-07-24 00:00:00;France
10610;8;Callahan;1997-07-25 00:00:00;France
10611;6;Suyama;1997-07-25 00:00:00;Poland
10612;1;Davolio;1997-07-28 00:00:00;USA
10613;4;Peacock;1997-07-29 00:00:00;Venezuela
10614;8;Callahan;1997-07-29 00:00:00;Germany
10615;2;Fuller;1997-07-30 00:00:00;Finland
10616;1;Davolio;1997-07-31 00:00:00;USA
10617;4;Peacock;1997-07-31 00:00:00;USA
10618;1;Davolio;1997-08-01 00:00:00;Canada
10619;3;Leverling;1997-08-04 00:00:00;Canada
10620;2;Fuller;1997-08-05 00:00:00;Canada
10621;4;Peacock;1997-08-05 00:00:00;UK
10622;4;Peacock;1997-08-06 00:00:00;Brazil
10623;8;Callahan;1997-08-07 00:00:00;Germany
10624;4;Peacock;1997-08-07 00:00:00;USA
10625;3;Leverling;1997-08-08 00:00:00;Mexico
10626;1;Davolio;1997-08-11 00:00:00;Sweden
10627;8;Callahan;1997-08-11 00:00:00;USA
10628;4;Peacock;1997-08-12 00:00:00;France
10629;4;Peacock;1997-08-12 00:00:00;Spain
10630;1;Davolio;1997-08-13 00:00:00;Germany
10631;8;Callahan;1997-08-14 00:00:00;France
10632;8;Callahan;1997-08-14 00:00:00;Germany
10633;7;King;1997-08-15 00:00:00;Austria
10634;4;Peacock;1997-08-15 00:00:00;France
10635;8;Callahan;1997-08-18 00:00:00;Italy
10636;4;Peacock;1997-08-19 00:00:00;Finland
10637;6;Suyama;1997-08-19 00:00:00;Brazil
10638;3;Leverling;1997-08-20 00:00:00;Venezuela
10639;7;King;1997-08-20 00:00:00;Norway
10640;4;Peacock;1997-08-21 00:00:00;Germany
10641;4;Peacock;1997-08-22 00:00:00;Venezuela
10642;7;King;1997-08-22 00:00:00;Denmark
10643;6;Suyama;1997-08-25 00:00:00;Germany
10644;3;Leverling;1997-08-25 00:00:00;Brazil
10645;4;Peacock;1997-08-26 00:00:00;Brazil
10646;9;Dodsworth;1997-08-27 00:00:00;Ireland
10647;4;Peacock;1997-08-27 00:00:00;Brazil
10648;5;Buchanan;1997-08-28 00:00:00;Brazil
10649;5;Buchanan;1997-08-28 00:00:00;Belgium
10650;5;Buchanan;1997-08-29 00:00:00;Brazil
10651;8;Callahan;1997-09-01 00:00:00;Germany
10652;4;Peacock;1997-09-01 00:00:00;Brazil
10653;1;Davolio;1997-09-02 00:00:00;Germany
10654;5;Buchanan;1997-09-02 00:00:00;Sweden
10655;1;Davolio;1997-09-03 00:00:00;Italy
10656;6;Suyama;1997-09-04 00:00:00;USA
10657;2;Fuller;1997-09-04 00:00:00;USA
10658;4;Peacock;1997-09-05 00:00:00;Germany
10659;7;King;1997-09-05 00:00:00;Brazil
10660;8;Callahan;1997-09-08 00:00:00;USA
10661;7;King;1997-09-09 00:00:00;Ireland
10662;3;Leverling;1997-09-09 00:00:00;USA
10663;2;Fuller;1997-09-10 00:00:00;France
10664;1;Davolio;1997-09-10 00:00:00;Portugal
10665;1;Davolio;1997-09-11 00:00:00;USA
10666;7;King;1997-09-12 00:00:00;Switzerland
10667;7;King;1997-09-12 00:00:00;Austria
10668;1;Davolio;1997-09-15 00:00:00;Germany
10669;2;Fuller;1997-09-15 00:00:00;Denmark
10670;4;Peacock;1997-09-16 00:00:00;Germany
10671;1;Davolio;1997-09-17 00:00:00;France
10672;9;Dodsworth;1997-09-17 00:00:00;Sweden
10673;2;Fuller;1997-09-18 00:00:00;Finland
10674;4;Peacock;1997-09-18 00:00:00;UK
10675;5;Buchanan;1997-09-19 00:00:00;Germany
10676;2;Fuller;1997-09-22 00:00:00;Mexico
10677;1;Davolio;1997-09-22 00:00:00;Mexico
10678;7;King;1997-09-23 00:00:00;USA
10679;8;Callahan;1997-09-23 00:00:00;France
10680;1;Davolio;1997-09-24 00:00:00;USA
10681;3;Leverling;1997-09-25 00:00:00;USA
10682;3;Leverling;1997-09-25 00:00:00;Mexico
10683;2;Fuller;1997-09-26 00:00:00;France
10684;3;Leverling;1997-09-26 00:00:00;Germany
10685;4;Peacock;1997-09-29 00:00:00;Brazil
10686;2;Fuller;1997-09-30 00:00:00;Austria
10687;9;Dodsworth;1997-09-30 00:00:00;Ireland
10688;4;Peacock;1997-10-01 00:00:00;Denmark
10689;1;Davolio;1997-10-01 00:00:00;Sweden
10690;1;Davolio;1997-10-02 00:00:00;Brazil
10691;2;Fuller;1997-10-03 00:00:00;Germany
10692;4;Peacock;1997-10-03 00:00:00;Germany
10693;3;Leverling;1997-10-06 00:00:00;USA
10694;8;Callahan;1997-10-06 00:00:00;Germany
10695;7;King;1997-10-07 00:00:00;Finland
10696;8;Callahan;1997-10-08 00:00:00;USA
10697;3;Leverling;1997-10-08 00:00:00;Venezuela
10698;4;Peacock;1997-10-09 00:00:00;Austria
10699;3;Leverling;1997-10-09 00:00:00;Germany
10700;3;Leverling;1997-10-10 00:00:00;USA
10701;6;Suyama;1997-10-13 00:00:00;Ireland
10702;4;Peacock;1997-10-13 00:00:00;Germany
10703;6;Suyama;1997-10-14 00:00:00;Sweden
10704;6;Suyama;1997-10-14 00:00:00;Brazil
10705;9;Dodsworth;1997-10-15 00:00:00;Venezuela
10706;8;Callahan;1997-10-16 00:00:00;USA
10707;4;Peacock;1997-10-16 00:00:00;UK
10708;6;Suyama;1997-10-17 00:00:00;USA
10709;1;Davolio;1997-10-17 00:00:00;Brazil
10710;1;Davolio;1997-10-20 00:00:00;Italy
10711;5;Buchanan;1997-10-21 00:00:00;USA
10712;3;Leverling;1997-10-21 00:00:00;Ireland
10713;1;Davolio;1997-10-22 00:00:00;USA
10714;5;Buchanan;1997-10-22 00:00:00;USA
10715;3;Leverling;1997-10-23 00:00:00;France
10716;4;Peacock;1997-10-24 00:00:00;Argentina
10717;1;Davolio;1997-10-24 00:00:00;Germany
10718;1;Davolio;1997-10-27 00:00:00;Germany
10719;8;Callahan;1997-10-27 00:00:00;USA
10720;8;Callahan;1997-10-28 00:00:00;Brazil
10721;5;Buchanan;1997-10-29 00:00:00;Germany
10722;8;Callahan;1997-10-29 00:00:00;USA
10723;3;Leverling;1997-10-30 00:00:00;USA
10724;8;Callahan;1997-10-30 00:00:00;Canada
10725;4;Peacock;1997-10-31 00:00:00;Brazil
10726;4;Peacock;1997-11-03 00:00:00;UK
10727;2;Fuller;1997-11-03 00:00:00;Italy
10728;4;Peacock;1997-11-04 00:00:00;Brazil
10729;8;Callahan;1997-11-04 00:00:00;Venezuela
10730;5;Buchanan;1997-11-05 00:00:00;France
10731;7;King;1997-11-06 00:00:00;Switzerland
10732;3;Leverling;1997-11-06 00:00:00;France
10733;1;Davolio;1997-11-07 00:00:00;Sweden
10734;2;Fuller;1997-11-07 00:00:00;Brazil
10735;6;Suyama;1997-11-10 00:00:00;USA
10736;9;Dodsworth;1997-11-11 00:00:00;Ireland
10737;2;Fuller;1997-11-11 00:00:00;France
10738;2;Fuller;1997-11-12 00:00:00;France
10739;3;Leverling;1997-11-12 00:00:00;France
10740;4;Peacock;1997-11-13 00:00:00;USA
10741;4;Peacock;1997-11-14 00:00:00;UK
10742;3;Leverling;1997-11-14 00:00:00;Canada
10743;1;Davolio;1997-11-17 00:00:00;UK
10744;6;Suyama;1997-11-17 00:00:00;Denmark
10745;9;Dodsworth;1997-11-18 00:00:00;Germany
10746;1;Davolio;1997-11-19 00:00:00;Switzerland
10747;6;Suyama;1997-11-19 00:00:00;Austria
10748;3;Leverling;1997-11-20 00:00:00;USA
10749;4;Peacock;1997-11-20 00:00:00;UK
10750;9;Dodsworth;1997-11-21 00:00:00;Finland
10751;3;Leverling;1997-11-24 00:00:00;Switzerland
10752;2;Fuller;1997-11-24 00:00:00;UK
10753;3;Leverling;1997-11-25 00:00:00;Italy
10754;6;Suyama;1997-11-25 00:00:00;Italy
10755;4;Peacock;1997-11-26 00:00:00;France
10756;8;Callahan;1997-11-27 00:00:00;USA
10757;6;Suyama;1997-11-27 00:00:00;USA
10758;3;Leverling;1997-11-28 00:00:00;Switzerland
10759;3;Leverling;1997-11-28 00:00:00;Mexico
10760;4;Peacock;1997-12-01 00:00:00;Belgium
10761;5;Buchanan;1997-12-02 00:00:00;USA
10762;3;Leverling;1997-12-02 00:00:00;Sweden
10763;3;Leverling;1997-12-03 00:00:00;France
10764;6;Suyama;1997-12-03 00:00:00;Austria
10765;3;Leverling;1997-12-04 00:00:00;Germany
10766;4;Peacock;1997-12-05 00:00:00;Germany
